id	lang	text
7837592	ind	Dimanakah darah dan jiwa menyatu?
7837599	ind	Mata indah bola pingpong.
7837600	ind	Relakan yang terjadi dia sudah milik-Nya.
7837914	ind	Tolong duduklah.
7837915	ind	Duduk!
7837916	ind	Duduklah!
7837919	ind	Apa kamu lapar?
7837925	ind	Kamu tidak perlu menjawab pertanyaan-pertanyaan itu.
7837926	ind	Kamu tidak perlu menjawab pertanyaan itu.
7837928	ind	Anda tidak perlu menjawab pertanyaan ini.
7837941	ind	Tolong ceritakan yang sebenarnya.
7837946	ind	Bisa berbahaya kalau orang yang masih muda mengendarai sepeda motor.
7838338	ind	Hati kecil berbisik untuk kembali padanya.
7838341	ind	Resiko datang saat aku tak memahami apa yang kulakukan.
7838343	ind	Jangan biarkan Tom melihat foto-foto ini.
7838349	ind	Baca aturan pakai jika sakit berlanjut hubungi dokter.
7838420	ind	Tom laki-laki yang bisa kamu andalkan.
7838423	ind	Tom laki-laki yang bisa kamu percaya.
7838427	ind	Kamu bisa melihat manusia transparan itu?
7838430	ind	Aku laki-laki.
7838431	ind	Aku orang.
7838432	ind	Saya manusia.
7838433	ind	Aku setuju.
7838434	ind	Aku sependapat.
7838436	ind	Kamu satu-satunya yang bisa menyelamatkan dunia.
7838437	ind	Musik adalah bahasa universal.
7838440	ind	Kamu koki yang terampil.
7838450	ind	Orang tuaku menyuruhku untuk menghormati orang yang lanjut usia.
7839409	ind	Seperti itulah dia, orang yang dingin.
7839411	ind	Tersangkanya perempuan Kaukasia.
7839412	ind	Kau penjahat.
7839413	ind	Manusia tidak pernah luput dari kesalahan.
7839414	ind	Di kulkas hampir tidak ada makanan.
7839415	ind	Dia pergi keluar untuk membeli beberapa makanan.
7839416	ind	Dia pergi keluar untuk membeli makanan.
7839417	ind	Jangan buat aku patah semangat.
7839418	ind	Aku kecewa dengan film barunya.
7839419	ind	Tom mengecewakanku.
7839420	ind	Tom mengkhianati kepercayaanku.
7839421	ind	Aku kecewa dia tidak di sini.
7839423	ind	Kalau kamu tidur di sini, nanti kamu kena pilek.
7841242	ind	Aku ingin sepatu cokelat, bukan hitam.
7842022	ind	Kamu mengecewakanku.
7842027	ind	Sedang apa kamu di tempat gelap seperti itu?
7842031	ind	Pabrik ini beroperasi meskipun di malam hari.
7842034	ind	Sudah berapa lama kamu pakai lensa?
7842035	ind	Kapan kamu mulai pakai lensa?
7842037	ind	Kapan kamu mulai pakai lensa kontak?
7842041	ind	Jangan bekerja terlalu keras!
7842045	ind	Jangan bekerja terlalu keras.
7842046	ind	Jangan terlalu memaksakan diri.
7842048	ind	Dia usianya lebih muda darinya.
7842059	ind	Saya malu menanyakan pertanyaan konyol seperti ini.
7842089	ind	Film ini didasarkan pada novel.
7842094	ind	Aku punya teman yang ayahnya novelis terkenal.
7842096	ind	Novel barunya akan diterbitkan bulan depan.
7842103	ind	Novel ini membuatku bosan.
7842108	ind	Tom ingin kopi.
7842537	ind	Dulu saat kemarau panjang duduk berdua di selembar tikar.
7842549	ind	Baru kusadari cintaku bertepuk sebelah tangan.
7846435	ind	Kucing benci air.
7846440	ind	Cantiknya.
7846447	ind	Dia seorang siswa.
7846449	ind	Dia seorang yang cantik.
7846452	ind	Dia punya otak yang cerdas.
7846455	ind	Cerdas ya.
7846459	ind	Kucing punya kemampuan melihat dalam gelap.
7846461	ind	Kucing bisa melihat sesuatu meskipun dalam gelap.
7846462	ind	Kucing bisa melihat meskipun gelap.
7846466	ind	Kucing bisa melihat meskipun di tempat gelap.
7846474	ind	Kucing bisa melihat sesuatu meskipun gelap.
7846479	ind	Dia pikirannya tajam.
7846485	ind	Dia berpikirnya cepat.
7846488	ind	Kucing punya kemampuan melihat meski dalam gelap.
7846489	ind	Kucing bisa melihat sesuatu meski saat gelap.
7846498	ind	Kalau aku reinkarnasi, aku ingin terlahir kembali sebagai kucing.
7846500	ind	Saya suka warna biru.
7846502	ind	Waktu itu berharga.
7846506	ind	Seseorang mencuri sepedaku.
7846522	ind	Diam di situ!
7846548	ind	Aku bercanda.
7846573	ind	Itu tadi bercanda.
7846593	ind	Bercanda.
7846598	ind	Cuma bercanda.
7846603	ind	Aku cuma main-main denganmu.
7846612	ind	Jangan konyol!
7846644	ind	Kamu muda.
7846653	ind	Aku capek!
7846658	ind	Aku kelelahan.
7846666	ind	Aku sangat capek.
7846679	ind	Aku benar-benar capek.
7846684	ind	Aku merasa capek.
7846690	ind	Kamu punya alamatnya Tom?
7846692	ind	Tom punya tangan yang besar.
7846699	ind	Tom tekanan darahnya tinggi.
7846702	ind	Aku kehabisan tenaga.
7846711	ind	Aku sudah capek.
7846716	ind	Aku sudah capek sekali.
7846737	ind	Aku ngantuk.
7846738	ind	Ah, ngantuk.
7846739	ind	Mati sana!
7846744	ind	Keparat kau!
7846751	ind	Keparat kau.
7846753	ind	Matilah.
7846765	ind	Kamu percaya tentang hantu?
7846770	ind	Kita dapat banyak hujan musim panas ini.
7846771	ind	Musim panas tahun ini banyak turun hujan.
7846775	ind	Musim panas ini banyak turun hujan.
7846788	ind	Tom yang memberitahukan saya soal itu.
7846789	ind	Tom memaksa.
7846795	ind	Sudah saya katakan jangan menyalakan lampu.
7846798	ind	Tom dihukum karena tidak berkata jujur.
7846803	ind	Saya belum siap.
7846805	ind	Tolong cari mereka.
7846807	ind	Dia membuat saya menunggu lama.
7846808	ind	Katanya dia tidak malas.
7846809	ind	Inilah Italia.
7846810	ind	Saya harus menjaga rahasia saya.
7846811	ind	Dia terus menangis.
7846812	ind	Kamu terlalu banyak minum kopi.
7846823	ind	Hati-hati.
7846832	ind	Dia bermain golf tiap akhir pekan.
7846836	ind	Dia baru saja pergi.
7846842	ind	Kamu sedang mencari apa?
7846862	ind	Diamlah!
7846864	ind	Jawablah.
7846925	ind	Ini kelompok keempat yang tampil.
7846926	ind	Dia terlihat sedikit letih.
7846928	ind	Saya akan membaca sebuah buku ketika anda tidur.
7847302	ind	Dari mana keluarnya bis yang ke luar kota?
7847303	ind	Tolong saya ambilkan buku di atas meja itu.
7847304	ind	Ide saya bertentangan dengannya.
7847305	ind	Kali ini, Najwa seolah-olah enggan melepaskan suaminya pergi.
7847307	ind	Teman yang lain tidak bisa datang karena ada urusan masing-masing.
7847309	ind	Dia selalu merapikan meja setelah makan.
7847402	ind	Saya tidak punya sepatu yang cocok untuk acara itu.
7847417	ind	Pak guru, izinkan saya pergi ke kamar kecil.
7847604	ind	Dia di kamar mandi.
7847758	ind	Sami dan Layla berteman dengan Salima.
7848332	ind	Saya mahasiswa.
7848333	ind	Beli apa?
7848334	ind	Tom belum sampai.
7848335	ind	Aku bosan dengan keseharian yang monoton.
7848336	ind	Aku lelah dengan hidup yang monoton ini.
7848338	ind	Dia masih belum terbiasa dengan kehidupan kota.
7848339	ind	Tom tidak terbiasa dengan kehidupan kota.
7848340	ind	Tom tidak terbiasa hidup di kota.
7848370	ind	Hidup barulah dimulai setelah membayar pajak.
7848387	ind	Musik membuat hidup kita bahagia.
7848389	ind	Tolong jangan mati!
7848402	ind	Aku perlu kertas.
7848405	ind	Aku mohon, jangan mati!
7848406	ind	Tolong jangan mati.
7848867	ind	Bolehkah saya mampir di rumahmu dalam perjalanan pulang nanti?
7848870	ind	Jam sudah menunjukkan pukul 12 tengah malam.
7848879	ind	Ini adalah model pakaian terkini.
7848882	ind	Bahasa Melayu sudah terbukti berperan sebagai bahasa keilmuan sejak lama.
7848887	ind	Muhammad memang seorang yang senang bercanda.
7848897	ind	Sebutkan negara pengekspor emas terbesar di dunia.
7848906	ind	Saya minta maaf jika saya tak bisa menerima cintamu.
7848934	ind	Rasa air laut asin.
7848946	ind	Proses evakuasi korban banjir terhambat karena kekurangan sukarelawan.
7848967	ind	Dengki itu bagaikan tulang yang busuk.
7848992	ind	Sudah tugas kami membantu Anda.
7849054	ind	Kamu sudah tiba di Grand?
7849055	ind	Kamu lelah.
7849056	ind	Tom tidak ikut main.
7849057	ind	Tujuannya adalah resor di Pasifik Selatan.
7849059	ind	Ini toko paling murah yang ada di kota.
7849060	ind	Nanti sore apakah akan bersih?
7849061	ind	Dia merebahkan diri dan menatap langit.
7849062	ind	Tujuan perjalananmu apa?
7849063	ind	Saya memilih kembali ke Tokyo lewat Honolulu.
7849064	ind	Kamu sudah makan siang?
7849065	ind	Pengemudi itu mempercepat kendaraannya.
7849067	ind	Bohong!
7849068	ind	Masa!
7849069	ind	Hah?
7849070	ind	Sakit!
7849072	ind	Bahasa Rusia itu sulit, namun indah.
7849074	ind	Sepertinya enak jika malam ini makan kari.
7849075	ind	Sepertinya enak jika malam ini makan kare.
7849366	ind	Di sini, mengelola waktu dan disiplin diri amat penting.
7849369	ind	Tom akan pergi ke Australia musim dingin ini.
7849370	ind	Bagaimana mengeja namamu.
7849570	ind	Hal apa yang paling berkesan bagi Tom?
7849574	ind	Anda ingin pergi ke mana, Pak?
7849580	ind	Teks ini ditulis dalam bahasa Ibrani, bukan bahasa Arama.
7849589	ind	Maria dapat beristirahat selama yang dia mau.
7849593	ind	Sami akan tahu apa yang terjadi kemudian.
7849594	ind	Kami sudah merencanakan itu.
7849596	ind	Ayo keluar dari sana.
7849597	ind	Kuncinya ketemu.
7849600	ind	Tom lebih tinggi dibanding yang lain.
7849604	ind	Belum jelas apakah mereka saling mencintai.
7849606	ind	Tolong panggil saya Bob.
7849609	ind	Saya terbiasa tepat waktu.
7849611	ind	Tom mendapatkan uang itu semua dari mana?
7849612	ind	Saya rasa kita tidak perlu menunggu Tom.
7849614	ind	Tom tak pernah berkumis.
7849618	ind	Saya menggunakan Twitter.
7849623	ind	Kamu kira bisa selesai sebelum makan siang?
7849630	ind	Kamu membuatkan saya es campur.
7849636	ind	Nestor sedang makan ubi.
7849665	ind	Nestor makan paella.
7849714	ind	Kita yang perlu selalu siap sewaktu-waktu dibutuhkan.
7849717	ind	Fasilitasnya kelas satu tetapi cara pikirnya setingkat kelas tiga.
7849719	ind	Dia mengakui dirinya bersalah.
7849722	ind	Minum air.
7849730	ind	Banyak hal yang kamu khawatirkan ternyata tidak terjadi!
7850507	ind	Jangan marah.
7850508	ind	Dua tambah dua sama dengan empat.
7850509	ind	Tom lupa mengikuti rapat.
7850510	ind	Petugas pemadam itu tidak dapat menjinakkan api.
7850511	ind	Setengah dari penduduk dunia tinggal di perkotaan.
7850512	ind	Karena ada kesalahan teknis, filmnya ditayangkan di tempat yang diumumkan.
7850513	ind	Silakan coba dulu dan beri tahu saya bagaimana rasanya.
7850514	ind	Dia jago renang.
7850515	ind	Dia memang anak pintar.
7850516	ind	Saya jarang baca koran.
7850517	ind	Bukannya Tom berkata seperti itu?
7850518	ind	Keanekaragaman hayati menurun drastis di seluruh dunia.
7850519	ind	Kamarmu yang mana?
7850520	ind	Kamu merokok kan?
7850521	ind	Maaf saya tidak bisa membantumu melakukan itu.
7850522	ind	Tom belum tahu bahwa saya di sini.
7850523	ind	Saya sedang mencari pekerjaan paruh-waktu.
7850524	ind	Saya penasaran apanya yang lucu.
7850525	ind	Mengapa kamu tidak mau membersihkan kamarmu?
7850526	ind	Hanya sedikit.
7850528	ind	Mereka sangat antusias.
7850529	ind	Kamu sudah memberitahukan mereka?
7850532	ind	Tom bisa menemuimu di bandara jika kamu memberitahukannya waktu kedatanganmu.
7850533	ind	Tom berumur tiga belas tahun.
7850534	ind	Saya bantu menulis laporan itu.
7850535	ind	Tom mungkin bisa membantu.
7850536	ind	Tom katanya tidak ingin datang, tetapi dia datang juga.
7850537	ind	Pekerjaan ini pas untuk Layla bagai sarung tangan.
7850538	ind	Ikuti saran saya!
7850539	ind	Saya akan menunjukkan cara menggunakannya dengan benar.
7850540	ind	Tom tidak senang.
7874809	ind	Dia mengundangnya untuk bermain sepak bola dengan kami.
7880322	ind	Di sini senjata dilarang.
7880323	ind	Kamu suka buah.
7883115	ind	Saya harus pergi memberitahukan mereka.
7883117	ind	Lumbungnya kosong.
7883118	ind	Apa yang ingin kamu katakan pada kami?
7883119	ind	Badan saya pada sakit semua.
7883124	ind	Ini kali pertama kami mengadakan konser di Australia.
7883127	ind	Seorang teman sama berharganya dengan harta.
7883128	ind	Saya harap kamu tidak akan membuat saya kecewa.
7883129	ind	Saya melakukannya dengan mata tertutup.
7883130	ind	Hari yang cukup berat.
7883132	ind	Ia pemuda yang tampan.
7883134	ind	Mereka berkata bahwa mereka mengira saya pemalas.
7883135	ind	Ia melambaikan tangannya.
7883136	ind	Dia dalam masalah.
7883137	ind	Saya tidak tahu kalau kamu pandai memasak.
7883138	ind	Saya masih muda, tetapi sudah tidak takut.
7883139	ind	Kamu yakin mendengar sesuatu?
7883140	ind	Tom pergi sendiri?
7883141	ind	Saya menangkap semua kupu-kupu ini.
7883142	ind	Ayo jangan berisik.
7883143	ind	Penyakitnya belum sembuh.
7883144	ind	Saya tidak tahu danau ini seberapa dalam.
7883145	ind	Dia mudah sekali marah.
7883146	ind	Mike adalah pelari tercepat di kelasnya.
7883147	ind	Tulislah tanggal lahirmu.
7883150	ind	Saya heran mengapa Tom membutuhkannya.
7883151	ind	Sebaiknya kamu lakukan sesuai saran saya.
7883153	ind	Saya tidak paham apa yang ia coba katakan.
7883155	ind	Kamu tak perlu memberitahukan Tom soal itu.
7883156	ind	Tulisan sendiri pun tak dapat saya baca.
7883157	ind	Tolong katakan saja apa yang terjadi.
7883163	ind	Eratkan talinya, dan saya akan menarik kamu ke atas.
7883169	ind	Pekerjaan rumah kami sangat banyak.
7883173	ind	Nyalakan CNN.
7883177	ind	Tom coba membantu.
7883185	ind	Bagaimana Anda bisa menyakiti hamba yang telah Allah ampuni?
7963324	ind	Bos saya sangat gembira hari ini
7963327	ind	Dia berada di rumah sakit selama enam minggu karena sakitnya
7965027	ind	Aku tidak akan pernah melupakannya sepanjang hidupku
7965028	ind	Tom menyenangkan
7965030	ind	Tom dan saya adalah pelajar
7965032	ind	Mohon kalimat ini jangan diterjemahkan
7965033	ind	Itu akan terbakar
7965034	ind	Kapan kamu belajar membuat pizza
7965036	ind	Bagaimana undang-undang hak cipta bisa ditegakkan?
7965037	ind	Itu adalah pertama kali saya pernah mengemudikan mobil
7966851	ind	mohon maaf jika saya belum memasak makan malam dengan baik
8002851	ind	Ceritakan tentang dia.
8002852	ind	Kamu mencoba memeras saya?
8002855	ind	Saya yang terbaik.
8014238	ind	Silakan ceritakan tentang perusahaan anda.
8014240	ind	Ibunya membuatkan baju baru untuknya.
8014242	ind	Benarkah bahwa kulit pria lebih berminyak daripada kulit wanita?
8014243	ind	Kuncinya rusak.
8014246	ind	Ia jatuh cinta dengan Aisyah.
8021185	ind	Saya ingin membeli semuanya.
8021186	ind	Tom tak terlihat senang menemuimu.
8021187	ind	Sungguh kami ingin membantu mereka.
8021188	ind	Kamu harus kencangkan ikatannya.
8111356	ind	Saya tidak akan mati.
8111357	ind	Aku tidak akan mati.
8111358	ind	Aku tak akan mati.
8111368	ind	Saya akan tinggal di sini selama beberapa bulan.
8189018	ind	aku akan menjelaskan semua kepadamu nanti
8189019	ind	kami sangat takut
8204923	ind	Saat masada.
8216868	ind	Akan lebih baik jika ayahmu sudah pergi
8216901	ind	Kalo lo makan banyak, lo bakal sakit perut.
8216905	ind	Kayak gue, dia sering liburan ke Nunukan.
8216923	ind	Timmu santai mengerjakan tugasnya karena ini hari libur.
8216928	ind	Aku mulai bisa melihatnya, tapi belum bisa membaca pikirannya.
8216942	ind	Kok gue lupa ya namanya?
8223044	ind	Anda melihat mantan majikan Anda di sebuah konferensi, bukan?
8223047	ind	Lu lihat nggak mantan majikan lu di sebuah konferensi?
8223055	ind	Katakanlah perpisahan kepada teman-temanmu.
8223057	ind	Hal ini gak bakal pernah akhirin.
8223064	ind	Kita semua bakal kangen sama lu ketika lu pergi.
8223090	ind	Lu pernah nggak bakarin jas lu sama sebatang rokok?
8223137	ind	Jangan lupa mengirimkan suratku ya.
8223146	ind	Saya mencoba berulang kali, tetapi saya tidak bisa berhasil.
8223153	ind	Kita semua harus berhati-hati untuk melestarikan warisan nasional kita.
8223167	ind	Inilah masalahnya yang mudah sampai manapun siswa dapat menyelesaikannya.
8225799	ind	Sayangnya saya harus menolak undangan Anda.
8232836	ind	Kami akan membahasnya nanti.
8232838	ind	Kami akan siap tepat waktu.
8232853	ind	Oleh karena saya sendirian, saya merasa agak kesepian.
8232980	ind	Dia selalu di rumah pada hari Senin.
8233068	ind	"Ada liat hp gue gak? ""Ada di mejanya."""
8233074	ind	"Ada nampak hp saya tak? ""Kat meja."""
8233114	ind	Omong-omongnya sih, lu pikir bahwa ketika lu mati itu aja?
8238648	ind	Medingan saya pulang.
8238655	ind	Dia tidak bisa belajar di luar negeri karena kekurangan uang.
8248456	ind	Gimana sih mau pergi di tempat itu?
8248459	ind	Gimana si lo datang kemari?
8251342	ind	Gue nggak bakal bikin janji bahwa gue nggak bisa lanjutin.
8255929	ind	Kayaknya sih gue mikirin mereka semua nyukain sama Tom deh.
8258066	ind	Saya tahu bahwa Tom sudah menikah.
8258079	ind	Persyaratan kami adalah sebagai berikut.
8258081	ind	2539 adalah bilangan prima.
8258399	ind	Rasanya cukup sudah.
8258404	ind	Orang tua saya selalu membuat saya PR sebelum saya keluar.
8269810	ind	Pulau Sebatik merupakan daerah perbatasan Indonesia-Malaysia.
8274707	ind	Saya merasa ada sesuatu yang salah dengannya.
8274741	ind	Tom dan Mary telah menikah lebih dari tiga puluh tahun.
8274781	ind	Lojbanistan berbatasan dengan Esperantujo.
8274782	ind	Prancis berbatasan dengan Italia.
8274798	ind	Montana berbatasan dengan Kanada.
8274814	ind	Kanada berbatasan dengan Alaska.
8274845	ind	Malaysia berbatasan dengan Indonesia.
8281097	ind	Terkadang mengoreksi lebih sulit daripada menulis.
8299882	ind	Pramuniaga itu kelihatan sangat cerdas.
8299883	ind	Aku bisa mengajari kamu bagaimana menunjukkan cintamu.
8299884	ind	Aku tidak tahu kalau kamu punya alergi serbuk sari.
8299885	ind	Kurasa aku jatuh cinta padamu.
8299886	ind	Tom memberitahu Mary kalau berbohong itu salah.
8299887	ind	Aku sedang minum bir.
8299888	ind	Kuharap dunia berubah agar orang-orang tidak perlu bekerja.
8299889	ind	Kamu bisa menebak seberapa tua aku?
8299890	ind	Keputusan hakim menyebabkan kegaduhan.
8299891	ind	Apa Mary bilang ia harus melakukannya?
8299892	ind	Tom dan Mary melepas jam mereka.
8299893	ind	Tom bilang dia tidak berpikir kalau hal itu memungkinkan.
8299894	ind	Apa kamu selalu datang ke sekolah sepagi ini?
8299895	ind	Kenapa beli bunga?
8299896	ind	Kenapa kamu beli bunga?
8299897	ind	Kenapa kamu beli bunga-bunga itu?
8299898	ind	Kemarin aku membeli tembikar di desa.
8299899	ind	Tembikar-tembikar itu kotor dan perlu dibersihkan.
8299900	ind	Beberapa tembikar hancur akibat gempa.
8300663	ind	Apa kau tau komik ini?
8300665	ind	Berhentilah membuang-buang uang untuk hal yang tidak penting.
8322790	ind	Naga adalah makhluk imajiner.
8368666	ind	Gue liat sosok Kuyang di luar jendela tadi malem.
8389102	ind	Tolong beri tahu saya nanti!
8389110	ind	Dia benar-benar tidak mengerti tentang masakan.
8389124	ind	Saya lebih baik.
8389127	ind	Buku yang saya bawa hanya satu jilid ini.
8389133	ind	Dia telah membuang saya.
8389139	ind	Dia sedang tergila-gila dengan pekerjaan.
8389146	ind	Sewaktu muda, saya merokok.
8389157	ind	Tempat penjualan mainan ada di lantai 5.
8389166	ind	Kota itu terkenal karena ada kastil tua.
8389201	ind	Dia sehat?
8389252	ind	Amerika sangat besar.
8389253	ind	Istirahatlah!
8389254	ind	Beda?
8389255	ind	Ada?
8389256	ind	Datang?
8389257	ind	Boleh?
8389258	ind	Dimana?
8389259	ind	Berlawanan
8389260	ind	Gimana?
8389261	ind	Kapan?
8389263	ind	Bego!
8389266	ind	Menang?
8389268	ind	Penyebabnya?
8389271	ind	Harus tidur!
8389272	ind	Bersambung.
8389274	ind	Berikutnya siapa?
8389278	ind	Dia sedang tidur?
8389279	ind	Ceritakan!
8389280	ind	Buka!
8389284	ind	Jangan tertawa!
8389286	ind	Lanjutkan!
8389287	ind	Majulah!
8389288	ind	Lanjutkanlah!
8389289	ind	Berhasil!
8389290	ind	Seorang.
8389293	ind	Masuklah!
8389297	ind	Campurkan!
8389301	ind	Bisa menyanyi
8389302	ind	Hangatkan!
8389304	ind	Bisa berjalan.
8389305	ind	Minum teh hijau?
8389306	ind	Panas banget!
8389309	ind	Berbeda; bukan.
8389310	ind	Dari kapan?
8389312	ind	Ajarkan; Kasih tahu.
8389314	ind	Jangan mendekat!
8389315	ind	Hujan udah reda?
8389317	ind	Sempat?
8389318	ind	Lantai berapa?
8389320	ind	Sudah mati.
8389321	ind	Kota yang luas, ya!
8389322	ind	Sudah lihat, kok.
8389323	ind	Dia datang!
8389325	ind	Sudah lupa.
8389327	ind	Sudah berhenti.
8389328	ind	Sudah menjawab.
8453406	ind	Tanganmu sedingin es.
8453408	ind	Tidak ada yang bisa menghentikanku.
8453453	ind	Aku tidak akan pergi.
8453458	ind	Itu indah sekali.
8453505	ind	Aku diberitahu untuk tidak memarkir mobilku di sini lagi.
8453515	ind	Ada banyak yang lain.
8453577	ind	Kapan terakhir kali kamu mengganti filternya?
8453582	ind	Mary sedang berbicara pada teman sekamarnya.
8453583	ind	Sami sedang menulis buku tentang mencari uang.
8453584	ind	Tom dan Mary sudah bosan melakukannya.
8453585	ind	Aku muak dengan semua hal dan semua orang.
8473349	ind	Kalimat paling sederhana adalah kalimat yang paling elegan.
8498387	ind	Apakah Anda memanggil saya pengecut?
8517271	ind	Tom sangat baik padaku.
8529781	ind	Aku mencoba menghemat uang.
8529783	ind	Aku punya mobil yang dibuat di Jepang.
8529785	ind	Tom kelihatan murung.
8529793	ind	Tom terbaring di tempat tidur, terlelap.
8529802	ind	Ada banyak cara dan jalan lain.
8529804	ind	Aku menasihati Tom agar berhenti minum-minum.
8529805	ind	Dia tidak akan mengakui kesalahannya.
8529809	ind	Tom dan Mary berjalan sempoyongan.
8529814	ind	Tom punya anjing gembala Jerman dan Mary punya pudel.
8529815	ind	Tom sangat-sangat pemalu.
8529818	ind	Kamu tahu itu, kan?
8529819	ind	Aku bosan dengan keluhanmu.
8529823	ind	Yang membuatku kaget, dia punya suara yang indah.
8529829	ind	Berbahasa Inggris tidak mudah, tapi menarik.
8532926	ind	Beberapa tukang kebun merawat bunga azalea in taman.
8532927	ind	Aku tidak menduga kalau itu yang akan terjadi.
8532929	ind	Tom tahu banyak tentang musik.
8532930	ind	Kami benar-benar lupa soal makan siang.
8532932	ind	Tom harus tinggal di rumah dan merawat anak-anaknya.
8532933	ind	Tom membeli sikat gigi baru.
8532934	ind	Kita harus melakukan yang Tom lakukan.
8532935	ind	Tom bilang Mary mencoba untuk bersikap kooperatif.
8532938	ind	Menurutku Tom dan Mary saling jatuh cinta.
8532941	ind	Aku menduga Tom dan Mary salah.
8532943	ind	Kami meninggalkan rumah di awal pagi.
8532944	ind	Mereka mati satu per satu.
8532945	ind	Resesi menyebabkan banyak bisnis bangkrut.
8532946	ind	Tom bilang dia akan membayar semuanya.
8532957	ind	Kau tidak boleh membiarkannya terjadi.
8533501	ind	Ini karena aku berteman dengan seseorang yang membuat perbedaan.
8538055	ind	Kami tidak punya teh lagi.
8538233	ind	Cepatan, atau lu bakal terlambat.
8539302	ind	Cerdas!
8539307	ind	Pasti!
8539310	ind	Dimana pasarnya?
8539312	ind	Bawakan aku koran hari ini.
8539324	ind	Imut~
8539325	ind	Vas ini mudah pecah.
8539326	ind	Kalian semua gila.
8539327	ind	Dia adalah anak nakal.
8539328	ind	Permisi...
8539341	ind	Sepertinya sedang rusak.
8539342	ind	Tom tidak berbicara sepenuhnya.
8539385	ind	Tembak!
8539410	ind	Berjuanglah!
8539412	ind	Selanjutnya siapa?
8539438	ind	Dia adalah pelukis yang terkenal.
8539462	ind	Ada yang salah disini.
8539466	ind	Lama tak berjumpa.
8539493	ind	Bawa handphone?
8539496	ind	Itu bukan saya, Pak Direktur!
8539507	ind	Apaan sih, kamu, ngajak berantem?
8539509	ind	Tom adalah orang yang ramah.
8539514	ind	Informasi ini sangat penting bagi kami.
8539516	ind	Saya adalah tawanan.
8539517	ind	Jangan tutup matamu.
8540065	ind	Kami tahu.
8540066	ind	Beneran tidak bisa berenang?
8540071	ind	Hal itu tidak terjadi begitu saja. Kami membuatnya terjadi.
8543121	ind	Pekerjaan itu tidak cocok untuk Tom.
8543123	ind	Aku berdoa untuk kesuksesanmu.
8543138	ind	Apakah dia memiliki pekerjaan?
8543550	ind	Aku tak bisa bicara karena sedang di lift yang sesak.
8545427	ind	Tom tidak berbicara sepatah kata pun semalam penuh.
8545437	ind	Tolong lupakan percakapan yang tadi.
8545463	ind	Saya pergi keluar sebentar.
8545472	ind	Teh ini terlalu pahit.
8545673	ind	Jangan pernah menguji kedalaman air dengan kedua kaki.
8545680	ind	Kapankah pertama kali Anda bertemu dengannya?
8545685	ind	Apakah Anda akan membangun makam di Turki?
8546111	ind	Itulah hukum.
8546180	ind	Saya tidak mengenakan pakaian.
8546188	ind	Kamu mempunyai kuda.
8546199	ind	Aku sedang menulis.
8546206	ind	Tom cepat capek.
8546210	ind	Saya yakin tidak ada yang perlu ditakuti.
8546241	ind	Tom dan Mary mahir dalam hal ini.
8546245	ind	Hanya lima puluh orang yang hadir.
8546256	ind	Mereka menggantinya baru-baru ini.
8546262	ind	Tom berkata bahwa dia ingin bermain poker dengan kita.
8546265	ind	Aku pikir Tom telah pergi.
8550193	ind	Kamu masih belum memberikanku jawaban.
8550198	ind	Masakan ini enak.
8550205	ind	Tom sedang makan sendirian.
8550458	ind	Berdoalah saja.
8550882	ind	Awas! Ada mobil lewat!
8550885	ind	Tom dan Mary sedang tidur.
8550888	ind	Kamu sebaiknya mulai bersiap-siap.
8550890	ind	Jepang tidak seluas Kanada.
8550898	ind	Saya menemukan semuanya kecuali satu.
8550904	ind	Betapa cantiknya taman ini!
8550944	ind	Untuk saat ini, lancar-lancar saja.
8552773	ind	Biarkan Tom masuk.
8552776	ind	Ijinkan Tom masuk.
8555681	ind	Membedakan antara yang benar dan yang salah itu sulit.
8556092	ind	Aku yang traktir.
8556656	ind	Jika diperlukan, aku bisa membantumu.
8556741	ind	Karena sudah tidak ada pembeli, tokonya saya tutup lebih awal.
8556782	ind	Tadi pagi, saya melihat malaikat.
8557150	ind	Jembatan ini dibangun 2 tahun yang lalu.
8557845	ind	Barusan saja jam menunjukkan pukul sepuluh.
8557862	ind	Hal itu tidak semudah yang kamu kira.
8558174	ind	Aku tidak ingat.
8558234	ind	Pertanyaan yang konyol.
8558307	ind	Saatnya keluar.
8558340	ind	Orang yang sedang membaca buku disana adalah ayah saya.
8558346	ind	Hidungmu mimisan!
8558351	ind	Olah raga macam apa yang kamu sukai?
8558352	ind	Dia sedang menanam bunga di kebun.
8558387	ind	Dia membaca buku sebelum tidur.
8558421	ind	Tamunya sedang menunggu didepan pintu.
8558422	ind	Kalajengking itu berbahaya.
8558426	ind	Untuk mengemudikan mobil diperlukan SIM.
8558427	ind	Serahkan padaku.
8558538	ind	Toilet laki-laki ada di lantai 2.
8559620	ind	Gin bukanlah temanku.
8559634	ind	Intinya, hidup itu singkat.
8559713	ind	Bagiku, itu bukanlah masalah.
8569421	ind	Ipar saya benar-benar egois.
8578365	ind	Itu semua yang bisa saya harapkan.
8578377	ind	Dia bilang dia yakin bisa menang.
8627409	ind	Tinggallah di rumah!
8698041	ind	Mary adalah pacar saya.
8698059	ind	Bisakah mereka coba?
8698062	ind	Dapatkah mereka coba?
8729252	ind	Saya bangga menjadi seorang guru.
8808760	ind	Sudah tiba.
8808761	ind	Sami sudah selesai makan.
